category,indicator,indicator_friendly,type_data,latitude,longitude,region_id,country_id,name,year,value
Slum dwellers,urban_population_share_national,Share in national urban population,p,12.309984,76.660013,689,IN,Mysore,2010,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,12.309984,76.660013,689,IN,Mysore,2020,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,12.969995,77.56001,689,IN,Bangalore,2000,1.9
Slum dwellers,urban_population_share_national,Share in national urban population,p,12.969995,77.56001,689,IN,Bangalore,2010,2.2
Slum dwellers,urban_population_share_national,Share in national urban population,p,12.969995,77.56001,689,IN,Bangalore,2020,2.4
Slum dwellers,urban_population_share_national,Share in national urban population,p,18.009998,79.57999,689,IN,Warangal,2000,0.2
Slum dwellers,urban_population_share_national,Share in national urban population,p,18.009998,79.57999,689,IN,Warangal,2010,0.2
Slum dwellers,urban_population_share_national,Share in national urban population,p,18.009998,79.57999,689,IN,Warangal,2020,0.2
Slum dwellers,urban_population_share_national,Share in national urban population,p,30.719997,76.780006,689,IN,Chandigarh,2000,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,30.719997,76.780006,689,IN,Chandigarh,2010,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,30.719997,76.780006,689,IN,Chandigarh,2020,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,31.639992,74.869993,689,IN,Amritsar,2000,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,31.639992,74.869993,689,IN,Amritsar,2010,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,31.639992,74.869993,689,IN,Amritsar,2020,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,25.32999,83.000039,689,IN,Varanasi,2000,0.4
Slum dwellers,urban_population_share_national,Share in national urban population,p,25.32999,83.000039,689,IN,Varanasi,2010,0.4
Slum dwellers,urban_population_share_national,Share in national urban population,p,25.32999,83.000039,689,IN,Varanasi,2020,0.4
Slum dwellers,urban_population_share_national,Share in national urban population,p,23.683333,86.983333,689,IN,Asansol,2000,0.4
Slum dwellers,urban_population_share_national,Share in national urban population,p,23.683333,86.983333,689,IN,Asansol,2010,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,23.683333,86.983333,689,IN,Asansol,2020,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,21.216667,81.433333,689,IN,Bhilai,2000,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,21.216667,81.433333,689,IN,Bhilai,2010,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,21.216667,81.433333,689,IN,Bhilai,2020,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,23.249988,77.409993,689,IN,Bhopal,2000,0.5
Slum dwellers,urban_population_share_national,Share in national urban population,p,23.249988,77.409993,689,IN,Bhopal,2010,0.5
Slum dwellers,urban_population_share_national,Share in national urban population,p,23.249988,77.409993,689,IN,Bhopal,2020,0.5
Slum dwellers,urban_population_share_national,Share in national urban population,p,25.454995,81.840007,689,IN,Allahabad,2000,0.4
Slum dwellers,urban_population_share_national,Share in national urban population,p,25.454995,81.840007,689,IN,Allahabad,2010,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,25.454995,81.840007,689,IN,Allahabad,2020,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,10.99996,76.950021,689,IN,Coimbatore,2000,0.5
Slum dwellers,urban_population_share_national,Share in national urban population,p,10.99996,76.950021,689,IN,Coimbatore,2010,0.6
Slum dwellers,urban_population_share_national,Share in national urban population,p,10.99996,76.950021,689,IN,Coimbatore,2020,0.6
Slum dwellers,urban_population_share_national,Share in national urban population,p,27.17042,78.015021,689,IN,Agra,2000,0.4
Slum dwellers,urban_population_share_national,Share in national urban population,p,27.17042,78.015021,689,IN,Agra,2010,0.5
Slum dwellers,urban_population_share_national,Share in national urban population,p,27.17042,78.015021,689,IN,Agra,2020,0.5
Slum dwellers,urban_population_share_national,Share in national urban population,p,27.892211,78.061788,689,IN,Aligarh,2000,0.2
Slum dwellers,urban_population_share_national,Share in national urban population,p,27.892211,78.061788,689,IN,Aligarh,2010,0.2
Slum dwellers,urban_population_share_national,Share in national urban population,p,27.892211,78.061788,689,IN,Aligarh,2020,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,29.000412,77.700001,689,IN,Meerut,2000,0.4
Slum dwellers,urban_population_share_national,Share in national urban population,p,29.000412,77.700001,689,IN,Meerut,2010,0.4
Slum dwellers,urban_population_share_national,Share in national urban population,p,29.000412,77.700001,689,IN,Meerut,2020,0.4
Slum dwellers,urban_population_share_national,Share in national urban population,p,23.800393,86.419986,689,IN,Dhanbad,2000,0.4
Slum dwellers,urban_population_share_national,Share in national urban population,p,23.800393,86.419986,689,IN,Dhanbad,2010,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,23.800393,86.419986,689,IN,Dhanbad,2020,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,28.345387,79.42,689,IN,Bareilly,2000,0.2
Slum dwellers,urban_population_share_national,Share in national urban population,p,28.345387,79.42,689,IN,Bareilly,2010,0.3
Slum dwellers,urban_population_share_national,Share in national urban population,p,28.345387,79.42,689,IN,Bareilly,2020,0.3
Streets,percentage_of_roads,Percentage of roads measured in length,p,20,77,689,IN,India,2000,47.4
Slum dwellers,improved_pit_latrine,Access to improved pit latrine,p,20,77,689,IN,India,2006,0.5
Slum dwellers,improved_spring_surface_water,Access to improved spring/surface water,p,20,77,689,IN,India,2006,0.1
Slum dwellers,urban_population_percentage_10m_or_more,Percentage of urban population (by country) – 10 million or more inhabitants,p,20,77,689,IN,India,2020,13.38
Slum dwellers,urban_population_percentage_10m_or_more,Percentage of urban population (by country) – 10 million or more inhabitants,p,20,77,689,IN,India,2025,14.79
Slum dwellers,urban_population_percentage_10m_or_more,Percentage of urban population (by country) – 10 million or more inhabitants,p,20,77,689,IN,India,1995,14.24
Slum dwellers,urban_population_percentage_10m_or_more,Percentage of urban population (by country) – 10 million or more inhabitants,p,20,77,689,IN,India,2000,14.37
Slum dwellers,urban_population_percentage_10m_or_more,Percentage of urban population (by country) – 10 million or more inhabitants,p,20,77,689,IN,India,2010,14.36
Slum dwellers,urban_population_percentage_10m_or_more,Percentage of urban population (by country) – 10 million or more inhabitants,p,20,77,689,IN,India,2015,13.87
Streets,proportion_land_allocated_to_street_total,Proportion of land allocated to street – total,p,30.719997,76.780006,689,IN,Chandigarh,2013,12.2
Streets,proportion_land_allocated_to_street_total,Proportion of land allocated to street – total,p,22.494969,88.324676,689,IN,Kolkata,2013,12.1
Streets,proportion_land_allocated_to_street_total,Proportion of land allocated to street – total,p,19.01699,72.856989,689,IN,Mumbai,2013,10
Slum dwellers,improved_floor,Access to improved flooring,p,20,77,689,IN,India,2006,80.8
Slum dwellers,literacy_rate_2_shelter_deprivation,Literacy rate by shelter deprivation – 2 Shelter deprivation,p,20,77,689,IN,India,1999,46
Slum dwellers,literacy_rate_women_urban,Literacy rate by shelter deprivation (Women) – Urban,p,20,77,689,IN,India,1999,62.2
Population,population_estimate_urban_agglomerations,Population estimate of urban agglomeration,n,25.179999,75.834999,689,IN,Kota,2013,14630000
Population,population_estimate_urban_agglomerations,Population estimate of urban agglomeration,n,19.01699,72.856989,689,IN,Mumbai,2013,17307000
Population,population_estimate_urban_agglomerations,Population estimate of urban agglomeration,n,30.719997,76.780006,689,IN,Chandigarh,2013,1074000
Transport,total_railway_route,Total railway route,km,20,77,689,IN,India,1999,63221
Slum dwellers,income_gini_coefficient_cities,Income Gini Coefficient – Cities,r,26.750394,83.380016,689,IN,Gorakhpur,1997,0.46
Slum dwellers,income_gini_coefficient_cities,Income Gini Coefficient – Cities,r,24.799971,85.000021,689,IN,Gaya,1997,0.47
Slum dwellers,income_gini_coefficient_cities,Income Gini Coefficient – Cities,r,26.750394,82.170013,689,IN,Faizabad,1997,0.28
Slum dwellers,income_gini_coefficient_cities,Income Gini Coefficient – Cities,r,27.620419,81.66994,689,IN,Bahraich,1997,0.37
Slum dwellers,income_gini_coefficient_cities,Income Gini Coefficient – Cities,r,25.145376,82.569988,689,IN,Mirzapur,1997,0.4
Slum dwellers,income_gini_coefficient_cities,Income Gini Coefficient – Cities,r,25.229996,86.980003,689,IN,Bhagalpur,1997,0.41
Slum dwellers,income_gini_coefficient_cities,Income Gini Coefficient – Cities,r,25.454995,81.840007,689,IN,Allahabad,1997,0.39
Slum dwellers,income_gini_coefficient_cities,Income Gini Coefficient – Cities,r,26.120433,85.379946,689,IN,Muzaffarpur,1997,0.35
City prosperity,cpi_equity_index,Equity Index,p,19.01699,72.856989,689,IN,Mumbai,2012,0.715
City prosperity,cpi_equity_index,Equity Index,p,28.600023,77.19998,689,IN,New Delhi,2012,0.712
Health,children_with_diarrhea_urban,Proportion of children with diarrhea in last two weeks – Urban,p,20,77,689,IN,India,1992,8.7
Health,children_with_diarrhea_urban,Proportion of children with diarrhea in last two weeks – Urban,p,20,77,689,IN,India,2005,8.9
Health,children_with_diarrhea_urban,Proportion of children with diarrhea in last two weeks – Urban,p,20,77,689,IN,India,1998,19.3
Slum dwellers,improved_sanitation_countries,Proportion of population with access to improved sanitation – Countries,p,20,77,689,IN,India,1993,68
Slum dwellers,improved_sanitation_countries,Proportion of population with access to improved sanitation – Countries,p,20,77,689,IN,India,1998,72.5
Slum dwellers,improved_sanitation_countries,Proportion of population with access to improved sanitation – Countries,p,20,77,689,IN,India,2006,77
Resilience,loss_lives_by_droughts_per_million_population,Number of loss of lives by droughts per million population,n,20,77,689,IN,India,1980,0.02
Streets,street_density_sub_urban_area,Street density (km/km²) – suburban area,n,30.719997,76.780006,689,IN,Chandigarh,2013,8.3
Streets,street_density_sub_urban_area,Street density (km/km²) – suburban area,n,22.494969,88.324676,689,IN,Kolkata,2013,12.6
Health,children_with_diarrhea_total,Proportion of children with diarrhea in last two weeks – Total,p,20,77,689,IN,India,1992,9.9
Health,children_with_diarrhea_total,Proportion of children with diarrhea in last two weeks – Total,p,20,77,689,IN,India,2005,9
Health,children_with_diarrhea_total,Proportion of children with diarrhea in last two weeks – Total,p,20,77,689,IN,India,1998,18.9
City prosperity,cpi_5_dimensions,City Prosperity Index with 5 dimensions,p,19.01699,72.856989,689,IN,Mumbai,2012,0.694
City prosperity,cpi_5_dimensions,City Prosperity Index with 5 dimensions,p,28.600023,77.19998,689,IN,New Delhi,2012,0.635
City prosperity,cpi_infrastructure_index,Infrastructure Development index,p,19.01699,72.856989,689,IN,Mumbai,2012,0.745
City prosperity,cpi_infrastructure_index,Infrastructure Development index,p,28.600023,77.19998,689,IN,New Delhi,2012,0.786
Slum dwellers,improved_toilet,Access to improved toilet,p,20,77,689,IN,India,1992,68
Slum dwellers,improved_toilet,Access to improved toilet,p,20,77,689,IN,India,1998,72.4
Slum dwellers,improved_toilet,Access to improved toilet,p,20,77,689,IN,India,2006,77
Streets,paved_road,Paved roads,p,20,77,689,IN,India,2009,49.5
Population,under_5_mortality_rate,Under-Five mortality rate (Deaths per 1000 live births),n,20,77,689,IN,India,1990,116.6
Population,under_5_mortality_rate,Under-Five mortality rate (Deaths per 1000 live births),n,20,77,689,IN,India,1960,234.1
Population,under_5_mortality_rate,Under-Five mortality rate (Deaths per 1000 live births),n,20,77,689,IN,India,1995,104.1
Population,under_5_mortality_rate,Under-Five mortality rate (Deaths per 1000 live births),n,20,77,689,IN,India,2000,91.2
Population,under_5_mortality_rate,Under-Five mortality rate (Deaths per 1000 live births),n,20,77,689,IN,India,1970,190.3
Population,under_5_mortality_rate,Under-Five mortality rate (Deaths per 1000 live births),n,20,77,689,IN,India,2005,76.9
Population,under_5_mortality_rate,Under-Five mortality rate (Deaths per 1000 live births),n,20,77,689,IN,India,2007,71.8
Population,under_5_mortality_rate,Under-Five mortality rate (Deaths per 1000 live births),n,20,77,689,IN,India,1980,156.2
Streets,total_length_road,Total length of road network (km),n,20,77,689,IN,India,2009,4109592
Resilience,loss_of_lives_in_cyclones_per_million_population,Number of loss of lives in cyclones per million population,n,20,77,689,IN,India,1980,1.24
Streets,proportion_land_allocated_to_street_sub_urban_area,Proportion of land allocated to street – suburban area,p,30.719997,76.780006,689,IN,Chandigarh,2013,8.6
Streets,proportion_land_allocated_to_street_sub_urban_area,Proportion of land allocated to street – suburban area,p,22.494969,88.324676,689,IN,Kolkata,2013,9
Streets,proportion_land_allocated_to_street_sub_urban_area,Proportion of land allocated to street – suburban area,p,19.01699,72.856989,689,IN,Mumbai,2013,6.6
Resilience,loss_of_lives_in_floods_per_million_population,Number of loss of lives in floods per million population,n,20,77,689,IN,India,1980,1.55
Slum dwellers,urban_population_percentage_5m_to_10m,Percentage of urban population (by country) – 5 to 10 million inhabitants,p,20,77,689,IN,India,2000,6
Slum dwellers,urban_population_percentage_5m_to_10m,Percentage of urban population (by country) – 5 to 10 million inhabitants,p,20,77,689,IN,India,1980,14.62
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,19.01699,72.856989,689,IN,Mumbai,1990,77.4
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,19.01699,72.856989,689,IN,Mumbai,1993,85
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,19.01699,72.856989,689,IN,Mumbai,1998,98
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,19.01699,72.856989,689,IN,Mumbai,2000,97.8
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,19.01699,72.856989,689,IN,Mumbai,2003,97.8
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,19.01699,72.856989,689,IN,Mumbai,2006,95.5
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,20.709988,77.010017,689,IN,Akola,1990,53.5
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,20.709988,77.010017,689,IN,Akola,1993,60.1
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,20.709988,77.010017,689,IN,Akola,1998,64.7
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,20.709988,77.010017,689,IN,Akola,2000,75.4
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,20.709988,77.010017,689,IN,Akola,2003,82
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,20.709988,77.010017,689,IN,Akola,2006,61.4
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,28.669993,77.230004,689,IN,Delhi,1990,81.1
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,28.669993,77.230004,689,IN,Delhi,1993,85.8
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,28.669993,77.230004,689,IN,Delhi,1998,94
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,28.669993,77.230004,689,IN,Delhi,2000,96.8
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,28.669993,77.230004,689,IN,Delhi,2003,99
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,28.669993,77.230004,689,IN,Delhi,2006,84.8
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,17.399983,78.479954,689,IN,Hyderabad,1990,77.3
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,17.399983,78.479954,689,IN,Hyderabad,1993,80.3
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,17.399983,78.479954,689,IN,Hyderabad,1998,70.3
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,17.399983,78.479954,689,IN,Hyderabad,2000,87.1
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,17.399983,78.479954,689,IN,Hyderabad,2003,90
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,17.399983,78.479954,689,IN,Hyderabad,2006,76.6
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,29.680448,76.969968,689,IN,Karnal,2003,87.4
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,26.921133,75.809987,689,IN,Jaipur,1990,96.6
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,26.921133,75.809987,689,IN,Jaipur,1993,95.3
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,26.921133,75.809987,689,IN,Jaipur,1998,91.5
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,26.921133,75.809987,689,IN,Jaipur,2000,92.1
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,26.921133,75.809987,689,IN,Jaipur,2003,90.7
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,26.921133,75.809987,689,IN,Jaipur,2006,98.2
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,26.291766,73.016773,689,IN,Jodhpur,1990,77.4
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,26.291766,73.016773,689,IN,Jodhpur,1993,82.5
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,26.291766,73.016773,689,IN,Jodhpur,1998,89.1
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,26.291766,73.016773,689,IN,Jodhpur,2000,94.4
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,26.291766,73.016773,689,IN,Jodhpur,2003,99.5
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,26.291766,73.016773,689,IN,Jodhpur,2006,69.2
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,31.639992,74.869993,689,IN,Amritsar,1990,95.8
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,31.639992,74.869993,689,IN,Amritsar,1993,95.2
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,31.639992,74.869993,689,IN,Amritsar,1998,92.9
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,31.639992,74.869993,689,IN,Amritsar,2000,94
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,31.639992,74.869993,689,IN,Amritsar,2003,93.4
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,31.639992,74.869993,689,IN,Amritsar,2006,98.7
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,18.530018,73.850004,689,IN,Pune,1990,79
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,18.530018,73.850004,689,IN,Pune,1993,77.7
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,18.530018,73.850004,689,IN,Pune,1998,76.2
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,18.530018,73.850004,689,IN,Pune,2000,74.4
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,18.530018,73.850004,689,IN,Pune,2003,73.1
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,18.530018,73.850004,689,IN,Pune,2006,78.7
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,34.099972,74.815009,689,IN,Srinagar,1990,68.9
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,34.099972,74.815009,689,IN,Srinagar,1993,74.5
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,34.099972,74.815009,689,IN,Srinagar,1998,78.5
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,34.099972,74.815009,689,IN,Srinagar,2000,87.6
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,34.099972,74.815009,689,IN,Srinagar,2003,93.2
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,34.099972,74.815009,689,IN,Srinagar,2006,64.1
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,10.99996,76.950021,689,IN,Coimbatore,1990,81
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,10.99996,76.950021,689,IN,Coimbatore,1993,84.1
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,10.99996,76.950021,689,IN,Coimbatore,1998,90
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,10.99996,76.950021,689,IN,Coimbatore,2000,91.5
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,10.99996,76.950021,689,IN,Coimbatore,2003,94.7
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,10.99996,76.950021,689,IN,Coimbatore,2006,54.5
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,11.934994,79.83,689,IN,Pondicherry,2006,69.1
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,29.169988,75.725031,689,IN,Hisar,2000,85.8
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,29.169988,75.725031,689,IN,Hisar,2003,97.1
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,29.169988,75.725031,689,IN,Hisar,1998,77.2
Slum dwellers,improved_sanitation_cities,Proportion of population with access to improved sanitation – Cities,p,29.169988,75.725031,689,IN,Hisar,2006,77.4
Population,base_year_population_estimate,Urban agglomeration base year population estimate,n,25.179999,75.834999,689,IN,Kota,2013,14113000
Population,base_year_population_estimate,Urban agglomeration base year population estimate,n,19.01699,72.856989,689,IN,Mumbai,2013,16600000
Population,base_year_population_estimate,Urban agglomeration base year population estimate,n,30.719997,76.780006,689,IN,Chandigarh,2013,1026000
Crime,recorded_theft_rate,Recorded theft rate per 100,000 population,n,20,77,689,IN,India,1998,29.38
Crime,recorded_theft_rate,Recorded theft rate per 100,000 population,n,20,77,689,IN,India,1999,27.25
Transport,owner_bicycle_rural,Ownership of bicycle – rural area,p,20,77,689,IN,India,1992,39.7
Transport,owner_bicycle_rural,Ownership of bicycle – rural area,p,20,77,689,IN,India,2005,51.6
Transport,owner_bicycle_rural,Ownership of bicycle – rural area,p,20,77,689,IN,India,1998,45.7
Slum dwellers,protected_well,Access to protected well,p,20,77,689,IN,India,1998,0.3
Slum dwellers,protected_well,Access to protected well,p,20,77,689,IN,India,2006,1.8
Transport,passengers_carried_by_railway,Passengers carried by railway (million passengers/km),n,20,77,689,IN,India,2000,541208
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,20,77,689,IN,India,1985,34
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,20,77,689,IN,India,1955,5
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,20,77,689,IN,India,2020,63
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,20,77,689,IN,India,1990,30
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,20,77,689,IN,India,1960,4
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,20,77,689,IN,India,2025,70
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,20,77,689,IN,India,1995,36
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,20,77,689,IN,India,1965,7
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,20,77,689,IN,India,2000,39
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,20,77,689,IN,India,1970,10
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,20,77,689,IN,India,2005,46
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,20,77,689,IN,India,1975,17
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,20,77,689,IN,India,2010,51
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,20,77,689,IN,India,1980,29
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,20,77,689,IN,India,1950,4
Population,number_of_cities_500k_1_million,Number of cities by country – 500 000 to 1 million inhabitants,n,20,77,689,IN,India,2015,55
Slum dwellers,piped_water,Access to piped water,p,20,77,689,IN,India,1992,48.1
Slum dwellers,piped_water,Access to piped water,p,20,77,689,IN,India,2006,50.7
Slum dwellers,piped_water,Access to piped water,p,20,77,689,IN,India,1998,51.6
Slum dwellers,literacy_rate_rural,Literacy rate by shelter deprivation – Rural,p,20,77,689,IN,India,1999,27.6
Slum dwellers,literacy_rate_women_1_shelter_deprivation,Literacy rate by shelter deprivation (Women) – 1 Shelter deprivation,p,20,77,689,IN,India,1999,45.5
Slum dwellers,expenditure_gini_coefficient_countries,Expenditure Gini Coefficient – Countries,r,20,77,689,IN,India,2001,0.51
Streets,street_density_index_city_core,Street density index – City core,index,30.719997,76.780006,689,IN,Chandigarh,2013,0.5
Streets,street_density_index_city_core,Street density index – City core,index,22.494969,88.324676,689,IN,Kolkata,2013,0.745
Streets,street_density_index_city_core,Street density index – City core,index,19.01699,72.856989,689,IN,Mumbai,2013,0.483
Slum dwellers,pit_latrine_with_slab_or_covered_latrine,Access to slab or covered pit latrine,p,20,77,689,IN,India,2006,2.1
Streets,road_density_national_roads,Road density (km/100km²),n,20,77,689,IN,India,2009,125
Resilience,loss_lives_by_droughts,Annual average loss of lives in draughts,n,20,77,689,IN,India,1980,19.52
Slum dwellers,urban_slum_population_countries,Urban slum population – Countries,1000,20,77,689,IN,India,1990,121022
Slum dwellers,urban_slum_population_countries,Urban slum population – Countries,1000,20,77,689,IN,India,1995,122231
Slum dwellers,urban_slum_population_countries,Urban slum population – Countries,1000,20,77,689,IN,India,2000,119698
Slum dwellers,urban_slum_population_countries,Urban slum population – Countries,1000,20,77,689,IN,India,2005,112913
Slum dwellers,urban_slum_population_countries,Urban slum population – Countries,1000,20,77,689,IN,India,2007,109102
Slum dwellers,urban_slum_population_countries,Urban slum population – Countries,1000,20,77,689,IN,India,2009,104679
Streets,intersection_density_sub_urban_area,Intersection density (#/km²) – suburban area,n,30.719997,76.780006,689,IN,Chandigarh,2013,46.4
Streets,intersection_density_sub_urban_area,Intersection density (#/km²) – suburban area,n,22.494969,88.324676,689,IN,Kolkata,2013,113.3
Resilience,number_of_cyclones,Average annual number of events in cyclones,n,20,77,689,IN,India,1980,2.76
Health,children_with_diarrhea_non_slum,Proportion of children with diarrhea in last two weeks – Non-slum,p,20,77,689,IN,India,1992,7.9
Health,children_with_diarrhea_non_slum,Proportion of children with diarrhea in last two weeks – Non-slum,p,20,77,689,IN,India,2005,8.2
Health,children_with_diarrhea_non_slum,Proportion of children with diarrhea in last two weeks – Non-slum,p,20,77,689,IN,India,1998,18.5
Health,children_with_diarrhea_1_shelter_deprivation,Proportion of children with diarrhea in last two weeks – 1 Shelter deprivation,p,20,77,689,IN,India,1992,9.8
Health,children_with_diarrhea_1_shelter_deprivation,Proportion of children with diarrhea in last two weeks – 1 Shelter deprivation,p,20,77,689,IN,India,2005,8.8
